epoch (ms);Accelerometer_x;Accelerometer_y;Accelerometer_z;Gyroscope_x;Gyroscope_y;Gyroscope_z;Participants;Label;Category;Set
11.1.2019 15:10;-0.034999999999999996;0.9223333333333333;-0.10566666666666667;-11.4512;huhti.04;22.561;A;bench;heavy;86
11.1.2019 15:10;0.026000000000000002;0.8634999999999999;-0.10200000000000001;10.1586;-1.7196000000000002;3.3293999999999997;A;bench;heavy;86
11.1.2019 15:10;0.05466666666666667;0.975;-0.11699999999999999;tammi.78;-0.19500000000000006;tammi.96;A;bench;heavy;86
11.1.2019 15:10;0.055;0.978;-0.119;-1.7439999999999998;-1.4514;-1.9148;A;bench;heavy;86
2019-01-11 15:10:24.000;0.03866666666666667;0.9676666666666667;-0.09999999999999999;-0.21939999999999996;-4.9756;-3.8658;A;bench;heavy;86
11.1.2019 15:10;0.018500000000000003;0.9724999999999999;-0.083;0.7924;-1.8536000000000001;0.622;A;bench;heavy;86
11.1.2019 15:10;0.019666666666666666;0.9703333333333334;-0.07966666666666666;-1.9270000000000003;0.5851999999999999;-2.0246000000000004;A;bench;heavy;86
11.1.2019 15:10;0.0095;0.9575;-0.088;4.1462;-2.5607999999999995;3.5974000000000004;A;bench;heavy;86
11.1.2019 15:10;0.021;0.966;-0.108;2.7434999999999996;0.5485;-2.8354999999999997;A;bench;heavy;86
11.1.2019 15:12;0.0325;0.98;0.0235;8.378;-1.5245999999999997;tammi.96;B;bench;heavy;83
11.1.2019 15:12;0.002;0.8535;-0.028499999999999998;joulu.28;1.8904000000000003;-17.7562;B;bench;heavy;83
11.1.2019 15:12;-0.06766666666666667;0.7949999999999999;-0.09233333333333334;28.365999999999996;4.0488;-34.5244;B;bench;heavy;83
11.1.2019 15:12;-0.21200000000000002;0.901;-0.16749999999999998;-2.2559999999999993;helmi.74;-29.9146;B;bench;heavy;83
2019-01-11 15:12:06.000;-0.2456666666666667;0.9076666666666666;-0.11333333333333334;-10.1708;-13.878;19.5368;B;bench;heavy;83
11.1.2019 15:12;-0.241;1.1655;-0.008;-24.1096;-18.7804;23.512;B;bench;heavy;83
11.1.2019 15:12;-0.216;1.3006666666666666;0.010333333333333333;26.183;loka.14;-22.9146;B;bench;heavy;83
11.1.2019 15:12;-0.23149999999999998;0.894;-0.0775;maalis.46;1.7072000000000003;-18.7196;B;bench;heavy;83
11.1.2019 15:12;-0.26699999999999996;0.9233333333333333;-0.11833333333333333;9.0366;-6.5;4.1708;B;bench;heavy;83
2019-01-11 15:12:07.000;-0.252;0.9325;-0.0955;0.6341999999999999;-1.8170000000000002;13.390200000000002;B;bench;heavy;83
11.1.2019 15:12;-0.2346666666666667;1.0039999999999998;-0.08666666666666667;-21.2926;-8.4024;25.6098;B;bench;heavy;83
11.1.2019 15:12;-0.1155;0.8815;0.022;-30.2562;-4.1218;34.8658;B;bench;heavy;83
11.1.2019 15:12;-0.005;0.7746666666666666;-0.01466666666666667;syys.96;-3.0366;-9.0366;B;bench;heavy;83
11.1.2019 15:12;-0.066;1.048;0.0245;kesä.86;1.7194000000000003;0.5853999999999997;B;bench;heavy;83
2019-01-11 15:12:08.000;-0.09133333333333334;0.6786666666666666;-0.035333333333333335;28.182799999999997;18.7316;-42.5366;B;bench;heavy;83
11.1.2019 15:12;-0.16649999999999998;0.9279999999999999;-0.156;19.4026;-2.0854;-17.4754;B;bench;heavy;83
11.1.2019 15:12;-0.2703333333333333;0.9369999999999999;-0.09700000000000002;-19.3414;-6.1218;marras.84;B;bench;heavy;83
11.1.2019 15:12;-0.323;1.216;0.025500000000000002;-26.2682;-11.7928;syys.36;B;bench;heavy;83
11.1.2019 15:12;-0.2813333333333333;1.2593333333333334;-0.013333333333333334;44.744;13.4512;-10.6828;B;bench;heavy;83
2019-01-11 15:12:09.000;-0.23099999999999998;0.8665;-0.122;loka.34;-7.3904;-4.7564;B;bench;heavy;83
11.1.2019 15:12;-0.245;0.9423333333333334;-0.19233333333333333;-8.8294;maalis.78;2.7196000000000002;B;bench;heavy;83
11.1.2019 15:12;-0.22549999999999998;0.9325;-0.115;-3.9878;-6.1708;20.6586;B;bench;heavy;83
11.1.2019 15:12;-0.15933333333333333;1.0236666666666665;-0.08766666666666667;-33.6218;-10.4876;33.0854;B;bench;heavy;83
11.1.2019 15:12;-0.0655;0.671;0.013499999999999998;-11.3782;-6.4024;17.6462;B;bench;heavy;83
2019-01-11 15:12:10.000;-0.011333333333333334;0.9803333333333334;0.023333333333333334;6.1096;0.036600000000000056;-2.0976;B;bench;heavy;83
11.1.2019 15:12;-0.020999999999999998;0.7265;-0.0265;22.1098;joulu.04;-25.9514;B;bench;heavy;83
11.1.2019 15:12;-0.11499999999999999;0.7046666666666667;-0.09566666666666666;25.4998;3.0854000000000004;-38.9146;B;bench;heavy;83
11.1.2019 15:12;-0.274;1.0025;-0.1305;-9.4756;-11.1706;15.3416;B;bench;heavy;83
11.1.2019 15:12;-0.24533333333333332;1.2293333333333332;0.004333333333333332;-37.122;-15.0;joulu.52;B;bench;heavy;83
2019-01-11 15:12:11.000;-0.2615;1.3900000000000001;0.07400000000000001;28.touko;elo.02;-16.6828;B;bench;heavy;83
11.1.2019 15:12;-0.19733333333333333;0.823;-0.048666666666666664;loka.24;1.8414000000000001;-10.0608;B;bench;heavy;83
11.1.2019 15:12;-0.24;0.9225;-0.10500000000000001;9.1098;-3.9880000000000004;2.7072000000000003;B;bench;heavy;83
11.1.2019 15:12;-0.25466666666666665;0.963;-0.11266666666666665;-2.817;0.8416000000000002;0.5610000000000002;B;bench;heavy;83
11.1.2019 15:12;-0.2645;0.9715;-0.104;-5.4878;-6.0974;5.634;B;bench;heavy;83
2019-01-11 15:12:12.000;-0.218;0.9776666666666666;-0.06633333333333334;-15.7196;-10.4758;36.9878;B;bench;heavy;83
11.1.2019 15:12;-0.104;0.862;0.0535;-15.2684;-2.4512;25.9146;B;bench;heavy;83
11.1.2019 15:12;-0.002999999999999998;0.8396666666666667;-0.032999999999999995;kesä.46;2.4998000000000005;-13.6344;B;bench;heavy;83
11.1.2019 15:12;-0.0625;0.8460000000000001;-0.015;23.2562;elo.48;-19.1708;B;bench;heavy;83
11.1.2019 15:12;-0.12566666666666668;0.703;-0.126;29.5856;2.0244;-35.3658;B;bench;heavy;83
2019-01-11 15:12:13.000;-0.27849999999999997;0.9924999999999999;-0.151;-14.9756;-12.317;13.634199999999998;B;bench;heavy;83
11.1.2019 15:12;-0.2763333333333333;1.187;-0.03866666666666667;-32.317;-8.7928;16.0244;B;bench;heavy;83
11.1.2019 15:12;-0.2885;1.395;0.0395;25.6462;elo.68;-16.8416;B;bench;heavy;83
11.1.2019 15:12;-0.206;0.8300000000000001;-0.08600000000000001;17.2436;-8.1708;-5.939;B;bench;heavy;83
