Aika_ms,KokonaisG,DynaaminenG,SisainenNopeus,BLE_Nopeus
BLE connected -> ACTIVE MODE
87914,0.998,-0.084,0.000,0.000
87934,1.006,-0.014,0.000,0.000
87955,0.990,0.030,0.000,0.000
87975,1.013,0.088,0.000,0.000
87995,1.008,0.107,0.000,0.000
88015,0.996,0.111,0.000,0.000
88056,1.052,0.173,0.033,0.033
88076,1.044,0.169,0.065,0.065
88096,1.007,0.134,0.089,0.089
88117,0.998,0.123,0.113,0.113
88137,1.016,0.144,0.138,0.138
88157,1.036,0.168,0.167,0.167
88177,1.020,0.149,0.193,0.193
88198,1.002,0.129,0.215,0.215
88218,1.015,0.145,0.000,0.000
88238,1.018,0.143,0.000,0.000
88258,1.016,0.132,0.000,0.000
88279,1.024,0.132,0.000,0.000
88299,1.031,0.131,0.000,0.000
88319,1.025,0.119,0.000,0.000
88339,1.030,0.117,0.000,0.000
88360,1.020,0.098,0.000,0.000
88501,1.060,0.095,0.018,0.018
88522,1.054,0.090,0.036,0.036
88542,1.025,0.059,0.047,0.047
88562,1.007,0.042,0.054,0.054
88582,1.010,0.045,0.061,0.061
88604,1.035,0.071,0.075,0.075
88624,1.042,0.078,0.088,0.088
88644,1.026,0.062,0.099,0.099
88664,1.019,0.054,0.107,0.107
88685,1.012,0.047,0.114,0.114
88705,1.037,0.071,0.126,0.126
88725,1.059,0.094,0.141,0.141
88745,1.039,0.072,0.152,0.152
88766,1.011,0.045,0.158,0.158
88786,1.015,0.050,0.165,0.165
88806,1.050,0.085,0.178,0.178
88826,1.060,0.096,0.193,0.193
88847,1.062,0.098,0.209,0.209
88867,1.038,0.075,0.219,0.219
88887,1.028,0.063,0.226,0.226
88907,1.060,0.094,0.240,0.240
88928,1.093,0.128,0.261,0.261
88948,1.061,0.097,0.274,0.274
88968,1.038,0.072,0.283,0.283
88988,1.039,0.072,0.291,0.291
89009,1.054,0.086,0.303,0.303
89029,1.093,0.127,0.321,0.321
89049,1.090,0.125,0.339,0.339
89069,1.028,0.061,0.344,0.344
89090,1.019,0.051,0.347,0.347
89110,1.038,0.071,0.354,0.354
89130,1.022,0.052,0.357,0.357
89150,0.983,0.010,0.350,0.350
89171,0.977,0.002,0.343,0.343
89191,0.998,0.025,0.000,0.000
89211,1.019,0.046,0.000,0.000
89231,1.015,0.038,0.000,0.000
89252,0.975,-0.004,0.000,0.000
89272,0.948,-0.031,0.000,0.000
89292,0.957,-0.026,0.000,0.000
89312,1.010,0.024,0.000,0.000
89333,1.063,0.081,0.016,0.016
89353,1.056,0.076,0.031,0.031
89373,1.020,0.040,0.030,0.030
89393,0.989,0.001,0.030,0.030
89414,0.961,-0.032,0.029,0.029
89434,0.938,-0.053,0.018,0.018
89454,0.941,-0.052,0.008,0.008
89474,0.985,-0.001,0.008,0.008
89495,0.990,0.006,0.008,0.008
89515,0.972,-0.011,0.007,0.007
89535,0.996,0.014,0.007,0.007
89555,0.974,-0.014,0.007,0.007
89576,0.873,-0.127,-0.016,0.000
89596,0.844,-0.152,-0.039,0.000
89616,0.875,-0.110,-0.052,0.000
89636,0.837,-0.142,-0.068,0.000
89657,0.700,-0.275,-0.105,0.000
89677,0.553,-0.422,-0.160,0.000
89697,0.386,-0.589,-0.234,0.000
89717,0.213,-0.796,-0.332,0.000
89738,0.217,-0.810,-0.424,0.000
89758,0.354,-0.622,-0.464,0.000
89778,0.743,-0.261,-0.438,0.000
89798,1.118,0.103,-0.355,0.000
89819,1.253,0.242,-0.260,0.000
89839,1.155,0.138,-0.198,0.000
89859,1.031,-0.020,-0.168,0.000
89879,0.877,-0.196,-0.175,0.000
89900,0.799,-0.285,-0.199,0.000
89920,0.954,-0.138,-0.192,0.000
89940,1.295,0.231,-0.125,0.000
89960,1.296,0.250,-0.065,0.000
89981,1.148,0.154,-0.028,0.000
90001,0.962,-0.016,-0.024,0.000
90021,0.827,-0.206,-0.055,0.000
90041,1.023,-0.081,-0.060,0.000
90062,1.463,0.418,0.026,0.026
90082,1.451,0.440,0.110,0.110
90102,1.337,0.321,0.169,0.169
90122,1.233,0.186,0.202,0.202
90143,1.081,0.043,0.207,0.207
90163,1.137,0.125,0.227,0.227
90183,1.350,0.340,0.287,0.287
90203,1.452,0.426,0.364,0.364
90224,1.462,0.403,0.438,0.438
90244,1.423,0.360,0.498,0.498
90264,1.290,0.252,0.537,0.537
90284,1.164,0.149,0.555,0.555
90305,1.136,0.141,0.572,0.572
90325,1.168,0.164,0.592,0.592
90345,1.211,0.164,0.612,0.612
90365,1.234,0.157,0.630,0.630
90386,1.229,0.179,0.653,0.653
90419,1.206,0.186,0.699,0.699
90439,1.205,0.184,0.720,0.720
90460,1.255,0.218,0.750,0.750
90480,1.357,0.304,0.794,0.794
90500,1.443,0.401,0.855,0.855
90520,1.465,0.440,0.922,0.922
90541,1.571,0.530,1.011,1.011
90561,1.651,0.602,1.106,1.106
90581,1.763,0.707,1.220,1.220
90601,1.720,0.681,1.327,1.327
90622,1.752,0.695,1.440,1.440
90642,1.840,0.771,1.560,1.560
90662,1.932,0.850,1.692,1.692
90682,1.808,0.704,1.794,1.794
90703,1.474,0.347,1.828,1.828
90723,1.083,-0.042,1.783,1.783
90743,0.681,-0.341,1.682,1.682
90763,0.392,-0.595,1.534,1.534
90784,0.354,-0.707,1.360,1.360
90804,0.347,-0.673,1.204,1.204
90824,0.344,-0.657,1.053,1.053
90844,0.363,-0.666,0.904,0.904
90865,0.374,-0.662,0.753,0.753
90885,0.344,-0.728,0.598,0.598
90906,0.457,-0.660,0.452,0.452
90926,0.506,-0.546,0.338,0.338
90947,0.463,-0.521,0.226,0.226
90967,0.565,-0.550,0.116,0.116
90987,0.504,-0.568,0.005,0.005
91007,0.670,-0.341,-0.053,0.000
91028,1.034,0.010,-0.045,0.000
91048,1.257,0.252,0.004,0.004
91068,1.306,0.303,0.063,0.063
91088,1.183,0.186,0.097,0.097
91109,1.031,0.046,0.104,0.104
91129,1.042,0.044,0.111,0.111
91149,1.142,0.106,0.129,0.129
91169,1.134,0.077,0.141,0.141
91190,1.054,0.021,0.138,0.138
91210,1.035,0.011,0.135,0.135
91230,0.989,-0.019,0.133,0.133
91250,0.953,-0.045,0.121,0.121
91271,1.017,0.024,0.119,0.119
91291,1.012,0.019,0.117,0.117
91311,0.962,-0.030,0.114,0.114
91331,0.928,-0.060,0.100,0.100
91352,1.009,0.015,0.098,0.098
91372,1.093,0.084,0.113,0.113
91392,1.090,0.075,0.125,0.125
91412,1.022,0.012,0.122,0.122
91433,1.010,0.009,0.120,0.120
91453,1.059,0.057,0.128,0.128
91473,1.088,0.078,0.141,0.141
91493,1.118,0.104,0.158,0.158
91514,1.103,0.090,0.173,0.173
91534,1.065,0.058,0.181,0.181
91555,1.054,0.058,0.189,0.189
91575,1.049,0.061,0.197,0.197
91596,1.058,0.059,0.205,0.205
91616,1.054,0.046,0.209,0.209
91636,0.989,-0.008,0.205,0.205
91656,0.960,-0.042,0.193,0.193
91676,1.011,0.000,0.189,0.189
91697,1.098,0.091,0.204,0.204
91717,1.085,0.085,0.216,0.216
91737,1.013,0.020,0.212,0.212
91757,0.988,-0.000,0.207,0.207
91778,0.915,-0.079,0.187,0.187
91798,0.784,-0.210,0.143,0.143
91818,0.762,-0.233,0.096,0.096
91838,0.796,-0.207,0.054,0.054
91859,0.841,-0.160,0.021,0.021
91879,0.907,-0.085,0.004,0.004
91899,0.916,-0.077,-0.010,0.000
91919,0.904,-0.099,-0.025,0.000
91940,0.838,-0.189,-0.054,0.000
91960,0.783,-0.238,-0.086,0.000
91980,0.761,-0.240,-0.113,0.000
92000,0.789,-0.201,-0.129,0.000
92021,0.812,-0.181,-0.142,0.000
92041,0.797,-0.202,-0.154,0.000
92061,0.813,-0.196,-0.164,0.000
92081,0.868,-0.142,-0.163,0.000
92102,0.961,-0.036,-0.138,0.000
92122,1.000,0.015,-0.118,0.000
92142,1.060,0.078,-0.087,0.000
92162,1.110,0.123,-0.054,0.000
92183,1.121,0.127,-0.023,0.000
92203,1.110,0.105,-0.002,0.000
92223,1.076,0.071,0.011,0.011
92243,1.094,0.105,0.031,0.031
92264,1.037,0.045,0.040,0.040
92284,1.055,0.060,0.051,0.051
92305,1.070,0.072,0.064,0.064
92325,1.036,0.044,0.071,0.071
92346,1.007,0.016,0.070,0.070
92366,1.047,0.053,0.079,0.079
92386,1.110,0.119,0.100,0.100
92406,1.096,0.105,0.118,0.118
92427,1.046,0.057,0.127,0.127
92447,1.018,0.033,0.125,0.125
92467,0.989,0.001,0.122,0.122
92487,0.993,-0.003,0.120,0.120
92508,1.030,0.033,0.118,0.118
92528,1.117,0.126,0.139,0.139
92548,1.108,0.114,0.158,0.158
92568,1.092,0.091,0.173,0.173
92589,1.134,0.130,0.196,0.196
92609,1.146,0.145,0.220,0.220
92629,1.137,0.147,0.244,0.244
92649,1.100,0.106,0.259,0.259
92670,1.024,0.023,0.254,0.254
92690,1.043,0.043,0.257,0.257
92710,1.149,0.141,0.279,0.279
92730,1.136,0.125,0.298,0.298
92751,1.098,0.098,0.312,0.312
92771,1.082,0.080,0.321,0.321
92791,1.085,0.071,0.328,0.328
92811,1.075,0.070,0.335,0.335
92832,1.044,0.045,0.337,0.337
92852,1.045,0.038,0.330,0.330
92872,1.046,0.038,0.324,0.324
92892,1.050,0.043,0.326,0.326
92913,1.090,0.086,0.336,0.336
92933,1.099,0.096,0.348,0.348
92953,1.081,0.083,0.357,0.357
92973,1.061,0.051,0.360,0.360
92994,1.100,0.073,0.367,0.367
93014,1.157,0.134,0.386,0.386
93034,1.180,0.161,0.409,0.409
93054,1.134,0.120,0.424,0.424
93075,1.034,0.025,0.415,0.415
93095,0.988,-0.023,0.407,0.407
93115,0.997,-0.013,0.399,0.399
93135,1.041,0.030,0.391,0.391
93156,1.049,0.035,0.383,0.383
93176,1.005,-0.005,0.375,0.375
93196,0.991,-0.010,0.368,0.368
93216,1.010,-0.004,0.361,0.361
93237,1.010,0.000,0.353,0.353
93257,1.020,0.014,0.346,0.346
93277,1.049,0.049,0.349,0.349
93297,1.031,0.023,0.342,0.342
93318,0.997,-0.014,0.335,0.335
93338,1.083,0.069,0.341,0.341
93359,1.196,0.169,0.369,0.369
93379,1.301,0.267,0.413,0.413
93400,1.458,0.425,0.490,0.490
93420,1.593,0.560,0.588,0.588
93440,1.740,0.702,0.711,0.711
93460,1.923,0.876,0.865,0.865
93481,2.051,1.013,1.053,1.053
93501,2.137,1.100,1.243,1.243
93521,2.139,1.064,1.423,1.423
93541,1.945,0.779,1.544,1.544
93562,1.630,0.420,1.598,1.598
93582,1.547,0.505,1.663,1.663
93602,1.796,0.642,1.754,1.754
93622,1.676,0.387,1.793,1.793
93643,1.020,-0.017,1.757,1.757
93663,0.803,-0.643,1.598,1.598
93683,1.110,-1.169,1.341,1.341
93703,0.721,-1.276,1.069,1.069
93724,0.340,-1.160,0.814,0.814
93744,0.726,-0.858,0.633,0.633
93764,0.576,-0.665,0.492,0.492
93784,0.507,-0.659,0.355,0.355
93805,0.521,-0.580,0.231,0.231
93825,0.458,-0.536,0.123,0.123
93845,0.633,-0.612,0.003,0.003
93865,0.593,-0.568,-0.092,0.000
93886,0.654,-0.459,-0.158,0.000
93906,0.716,-0.441,-0.208,0.000
93926,1.048,-0.192,-0.209,0.000
93946,1.704,0.323,-0.124,0.000
93967,1.461,0.385,-0.038,0.000
93987,1.234,-0.015,-0.032,0.000
94007,1.313,-0.493,-0.109,0.000
94027,1.010,-0.357,-0.153,0.000
94048,1.425,0.067,-0.118,0.000
94068,1.797,0.396,-0.034,0.000
94088,1.595,0.384,0.040,0.040
94108,1.175,0.173,0.073,0.073
94129,1.119,0.072,0.086,0.086
94149,1.064,0.016,0.084,0.084
94169,0.948,-0.065,0.070,0.070
94189,0.970,-0.108,0.048,0.048
94210,1.013,-0.097,0.027,0.027
94230,0.956,-0.139,0.000,0.000
94250,0.894,-0.170,-0.028,0.000
94270,0.867,-0.159,-0.050,0.000
94291,0.831,-0.174,-0.073,0.000
94311,0.766,-0.235,-0.102,0.000
94331,0.737,-0.266,-0.131,0.000
94351,0.748,-0.270,-0.156,0.000
94372,0.735,-0.281,-0.182,0.000
94392,0.696,-0.301,-0.205,0.000
94412,0.631,-0.349,-0.232,0.000
94432,0.591,-0.400,-0.264,0.000
94453,0.716,-0.299,-0.277,0.000
94473,0.928,-0.109,-0.253,0.000
94493,1.047,0.012,-0.215,0.000
94513,1.014,-0.014,-0.183,0.000
94534,0.968,-0.076,-0.169,0.000
94555,0.983,-0.042,-0.151,0.000
94575,1.109,0.080,-0.115,0.000
94595,1.205,0.179,-0.068,0.000
94616,1.211,0.180,-0.026,0.000
94636,1.060,-0.000,-0.022,0.000
94657,0.923,-0.118,-0.040,0.000
94677,1.067,0.015,-0.034,0.000
94698,1.186,0.166,0.001,0.001
94718,1.192,0.186,0.036,0.036
94738,1.115,0.093,0.053,0.053
94758,0.999,-0.009,0.052,0.052
94779,0.918,-0.087,0.034,0.034
94799,0.939,-0.071,0.019,0.019
94819,1.036,0.021,0.019,0.019
94839,1.109,0.092,0.036,0.036
94860,1.119,0.098,0.055,0.055
94880,1.127,0.103,0.074,0.074
94900,1.083,0.065,0.085,0.085
94920,1.075,0.062,0.095,0.095
94941,1.039,0.025,0.093,0.093
94961,0.998,-0.024,0.091,0.091
94981,1.044,0.020,0.090,0.090
95001,1.065,0.042,0.096,0.096
95022,1.057,0.006,0.094,0.094
95042,1.199,0.102,0.112,0.112
95062,1.304,0.228,0.153,0.153
95082,1.257,0.213,0.191,0.191
95103,1.195,0.165,0.221,0.221
95123,1.146,0.108,0.237,0.237
95143,1.150,0.073,0.246,0.246
95163,1.111,0.037,0.241,0.241
95184,1.080,0.036,0.236,0.236
95205,1.035,0.012,0.232,0.232
95225,0.959,-0.061,0.215,0.215
95245,0.972,-0.047,0.202,0.202
95266,1.130,0.086,0.215,0.215
95286,1.202,0.131,0.236,0.236
95307,1.152,0.092,0.250,0.250
95327,1.100,0.068,0.258,0.258
95348,1.087,0.068,0.267,0.267
95368,1.116,0.061,0.273,0.273
95388,1.090,0.023,0.268,0.268
95408,1.044,0.001,0.262,0.262
95429,1.061,0.039,0.257,0.257
95449,1.097,0.067,0.265,0.265
95469,1.100,0.047,0.268,0.268
95489,1.077,0.024,0.263,0.263
95510,1.068,0.021,0.258,0.258
95530,1.061,0.025,0.253,0.253
95550,1.060,0.027,0.248,0.248
95570,1.093,0.038,0.243,0.243
95591,1.088,0.024,0.238,0.238
95611,1.040,-0.013,0.233,0.233
95631,1.040,-0.007,0.228,0.228
95651,1.028,-0.013,0.224,0.224
95672,1.021,-0.024,0.219,0.219
95692,1.052,0.008,0.215,0.215
95712,1.068,0.038,0.211,0.211
95732,1.048,0.024,0.206,0.206
95753,1.078,0.034,0.202,0.202
95773,1.125,0.066,0.211,0.211
95793,1.168,0.118,0.229,0.229
95813,1.164,0.114,0.247,0.247
95834,1.190,0.138,0.270,0.270
95855,1.304,0.253,0.315,0.315
95875,1.411,0.382,0.383,0.383
95895,1.577,0.544,0.480,0.480
95916,1.859,0.768,0.625,0.625
95936,2.047,0.876,0.781,0.781
95957,2.061,0.879,0.943,0.943
95977,2.015,0.869,1.091,1.091
95998,1.922,0.807,1.232,1.232
96018,1.824,0.719,1.346,1.346
96038,1.758,0.657,1.445,1.445
96058,1.344,0.294,1.473,1.473
96079,1.042,0.007,1.443,1.443
96099,1.005,-0.074,1.400,1.400
96119,0.799,-0.255,1.323,1.323
96139,0.401,-0.592,1.183,1.183
96160,0.226,-0.944,0.969,0.969
96180,0.430,-0.944,0.768,0.768
96200,0.445,-0.722,0.614,0.614
96220,0.552,-0.696,0.468,0.468
96241,0.451,-0.892,0.278,0.278
96261,0.376,-1.173,0.047,0.047
96281,0.393,-1.314,-0.179,0.000
96301,0.258,-1.111,-0.337,0.000
96322,0.308,-0.814,-0.429,0.000
96342,0.684,-0.448,-0.440,0.000
96362,1.241,-0.008,-0.374,0.000
96382,1.847,0.560,-0.224,0.000
96403,1.635,0.657,-0.076,0.000
96423,1.515,0.265,-0.020,0.000
96443,1.008,-0.415,-0.086,0.000
96463,0.638,-0.555,-0.166,0.000
96484,1.267,-0.113,-0.161,0.000
96504,1.692,0.288,-0.089,0.000
96524,1.503,0.247,-0.034,0.000
96544,0.989,-0.040,-0.029,0.000
96565,0.825,-0.156,-0.052,0.000
96585,0.938,-0.078,-0.057,0.000
96605,0.977,-0.037,-0.049,0.000
96625,0.966,-0.092,-0.057,0.000
96646,0.954,-0.176,-0.079,0.000
96666,0.836,-0.261,-0.111,0.000
96686,0.751,-0.285,-0.142,0.000
96706,0.816,-0.199,-0.154,0.000
96727,0.906,-0.106,-0.149,0.000
96747,0.897,-0.109,-0.145,0.000
96767,0.912,-0.095,-0.139,0.000
96787,0.933,-0.097,-0.134,0.000
96808,0.853,-0.185,-0.147,0.000
96828,0.739,-0.285,-0.172,0.000
96848,0.703,-0.312,-0.198,0.000
96868,0.769,-0.244,-0.209,0.000
96889,0.925,-0.090,-0.194,0.000
96909,1.028,0.008,-0.165,0.000
96929,0.955,-0.058,-0.150,0.000
96949,0.894,-0.104,-0.145,0.000
96970,0.941,-0.059,-0.133,0.000
96990,1.043,0.033,-0.113,0.000
97010,1.195,0.178,-0.067,0.000
97030,1.257,0.242,-0.016,0.000
97051,1.242,0.246,0.034,0.034
97071,1.146,0.144,0.061,0.061
97091,1.036,0.021,0.060,0.060
97111,1.077,0.065,0.071,0.071
97132,1.059,0.040,0.078,0.078
97152,1.050,0.033,0.076,0.076
97172,1.082,0.068,0.088,0.088
97192,1.140,0.129,0.111,0.111
97213,1.139,0.131,0.135,0.135
97233,1.075,0.066,0.145,0.145
97254,1.041,0.036,0.142,0.142
97274,0.989,-0.009,0.139,0.139
97295,0.947,-0.054,0.125,0.125
97315,0.968,-0.042,0.115,0.115
97335,0.977,-0.029,0.113,0.113
97355,0.992,-0.018,0.110,0.110
97376,1.035,0.012,0.108,0.108
97396,1.006,-0.009,0.106,0.106
97416,0.934,-0.071,0.090,0.090
97436,0.910,-0.089,0.071,0.071
97457,0.938,-0.069,0.056,0.056
97477,1.016,-0.018,0.055,0.055
97497,1.150,0.102,0.073,0.073
97517,1.253,0.206,0.111,0.111
97538,1.249,0.188,0.147,0.147
97558,1.171,0.122,0.168,0.168
97578,1.138,0.077,0.179,0.179
97598,1.149,0.069,0.189,0.189
97619,1.143,0.087,0.203,0.203
97639,1.142,0.119,0.221,0.221
97659,1.088,0.068,0.230,0.230
97679,0.987,-0.051,0.216,0.216
97700,0.956,-0.080,0.195,0.195
97720,1.055,0.016,0.191,0.191
97740,1.134,0.081,0.203,0.203
97760,1.115,0.071,0.213,0.213
97781,1.043,-0.001,0.208,0.208
97801,1.042,-0.009,0.204,0.204
97821,1.055,0.020,0.200,0.200
97841,1.051,0.021,0.196,0.196
97862,1.004,-0.031,0.192,0.192
97882,0.997,-0.037,0.188,0.188
97902,1.043,0.018,0.185,0.185
97922,1.060,0.036,0.181,0.181
97943,1.040,0.007,0.177,0.177
97963,1.035,-0.004,0.174,0.174
97983,1.082,0.045,0.179,0.179
98003,1.138,0.102,0.195,0.195
98024,1.118,0.073,0.206,0.206
98044,1.051,0.006,0.202,0.202
98064,1.057,0.018,0.198,0.198
98084,1.106,0.047,0.203,0.203
98105,1.102,0.047,0.208,0.208
98125,1.078,0.046,0.213,0.213
98145,1.073,0.049,0.218,0.218
98165,1.099,0.044,0.222,0.222
98186,1.096,0.019,0.218,0.218
98207,1.054,0.002,0.213,0.213
98227,1.041,0.005,0.209,0.209
98247,1.028,-0.006,0.205,0.205
98268,1.005,-0.028,0.201,0.201
98288,1.048,-0.002,0.197,0.197
98308,1.099,0.035,0.193,0.193
98328,1.053,0.008,0.189,0.189
98349,1.014,-0.015,0.185,0.185
98369,1.028,-0.004,0.181,0.181
98389,1.038,-0.004,0.178,0.178
98409,1.040,-0.011,0.174,0.174
98430,1.132,0.081,0.187,0.187
98450,1.210,0.157,0.213,0.213
98470,1.266,0.220,0.251,0.251
98490,1.344,0.299,0.304,0.304
98511,1.433,0.361,0.371,0.371
98531,1.595,0.492,0.458,0.458
98551,1.771,0.659,0.575,0.575
98571,1.919,0.797,0.717,0.717
98592,2.139,1.004,0.906,0.906
98612,2.221,1.108,1.101,1.101
98632,2.093,1.026,1.276,1.276
98652,2.072,0.980,1.439,1.439
98673,2.050,0.888,1.589,1.589
98693,1.871,0.701,1.692,1.692
98713,1.591,0.458,1.746,1.746
98733,1.183,0.089,1.729,1.729
98754,0.725,-0.300,1.633,1.633
98774,0.388,-0.658,1.474,1.474
98794,0.162,-1.090,1.235,1.235
98814,0.438,-1.345,0.952,0.952
98835,0.504,-1.096,0.712,0.712
98855,0.490,-0.864,0.531,0.531
98875,0.347,-0.862,0.355,0.355
98895,0.274,-1.027,0.150,0.150
98916,0.436,-1.171,-0.077,0.000
98936,0.404,-1.091,-0.248,0.000
98956,0.190,-0.830,-0.349,0.000
98976,0.416,-0.601,-0.397,0.000
98997,0.730,-0.343,-0.397,0.000
99017,1.062,-0.063,-0.348,0.000
99037,1.235,0.111,-0.278,0.000
99057,1.234,0.169,-0.208,0.000
99078,1.052,0.053,-0.168,0.000
99098,0.869,-0.108,-0.160,0.000
99118,0.889,-0.098,-0.153,0.000
99138,1.120,0.075,-0.117,0.000
99159,1.307,0.207,-0.063,0.000
99179,1.167,0.099,-0.037,0.000
99199,1.063,0.024,-0.032,0.000
99219,1.011,-0.013,-0.027,0.000
99240,0.989,-0.030,-0.023,0.000
99260,1.020,-0.003,-0.019,0.000
99280,1.022,-0.011,-0.017,0.000
99300,0.955,-0.077,-0.027,0.000
99321,0.834,-0.198,-0.057,0.000
99341,0.750,-0.298,-0.099,0.000
99361,0.718,-0.339,-0.140,0.000
99381,0.717,-0.319,-0.172,0.000
99402,0.748,-0.284,-0.196,0.000
99422,0.792,-0.274,-0.212,0.000
99442,0.764,-0.302,-0.231,0.000
99462,0.751,-0.314,-0.249,0.000
99483,0.762,-0.315,-0.267,0.000
99504,0.719,-0.316,-0.282,0.000
99524,0.752,-0.284,-0.287,0.000
99544,0.802,-0.216,-0.280,0.000
99565,0.958,-0.058,-0.248,0.000
99585,1.140,0.104,-0.194,0.000
99605,1.153,0.081,-0.151,0.000
99625,0.981,-0.078,-0.141,0.000
99646,0.806,-0.210,-0.157,0.000
99666,0.954,-0.046,-0.141,0.000
99686,1.070,0.017,-0.120,0.000
99706,1.057,-0.027,-0.102,0.000
99727,1.054,-0.013,-0.087,0.000
99747,1.047,-0.008,-0.074,0.000
99767,1.048,0.009,-0.063,0.000
99787,1.065,0.041,-0.046,0.000
99808,1.078,0.070,-0.027,0.000
99828,1.121,0.058,-0.013,0.000
99848,1.195,0.097,0.006,0.006
99868,1.218,0.154,0.035,0.035
99889,1.239,0.188,0.072,0.072
99909,1.183,0.117,0.093,0.093
99929,1.072,0.025,0.091,0.091
99949,1.082,0.067,0.102,0.102
99970,1.170,0.172,0.135,0.135
99990,1.135,0.140,0.159,0.159
100010,1.091,0.064,0.168,0.168
100030,1.092,0.052,0.175,0.175
100051,1.148,0.108,0.193,0.193
100071,1.206,0.158,0.220,0.220
100091,1.257,0.194,0.253,0.253
100111,1.231,0.171,0.281,0.281
100132,1.164,0.133,0.302,0.302
100152,1.164,0.134,0.322,0.322
100172,1.173,0.155,0.345,0.345
100192,1.135,0.121,0.362,0.362
100213,1.083,0.057,0.366,0.366
100233,1.047,0.030,0.359,0.359
100253,1.151,0.129,0.376,0.376
100273,1.226,0.182,0.404,0.404
100294,1.172,0.137,0.423,0.423
100314,1.118,0.097,0.433,0.433
100334,1.098,0.071,0.438,0.438
100354,1.094,0.051,0.439,0.439
100375,1.062,0.035,0.431,0.431
100395,1.075,0.058,0.433,0.433
100423,1.125,0.086,0.448,0.448
100443,1.057,0.024,0.439,0.439
100464,0.991,-0.020,0.430,0.430
100484,0.958,-0.059,0.410,0.410
100504,1.003,-0.032,0.402,0.402
100524,1.060,0.020,0.394,0.394
100545,1.089,0.053,0.397,0.397
100565,1.058,0.038,0.389,0.389
100585,0.992,-0.018,0.381,0.381
100605,0.954,-0.051,0.363,0.363
100626,0.995,-0.021,0.356,0.356
100646,1.026,-0.006,0.349,0.349
100666,1.060,0.010,0.342,0.342
100686,1.098,0.046,0.344,0.344
100707,1.051,0.034,0.337,0.337
100727,1.034,0.018,0.330,0.330
100747,1.020,-0.011,0.324,0.324
100767,1.037,0.000,0.317,0.317
100788,1.107,0.070,0.325,0.325
100808,1.169,0.137,0.345,0.345
100828,1.299,0.245,0.385,0.385
100848,1.497,0.425,0.459,0.459
100869,1.642,0.584,0.568,0.568
100889,1.769,0.710,0.693,0.693
100910,1.924,0.847,0.850,0.850
100930,2.088,1.016,1.028,1.028
100951,2.278,1.171,1.244,1.244
100971,2.441,1.290,1.467,1.467
100991,2.364,1.211,1.671,1.671
101011,2.090,0.955,1.821,1.821
101032,1.701,0.601,1.906,1.906
101052,1.337,0.291,1.924,1.924
101072,1.124,0.117,1.908,1.908
101092,0.983,-0.003,1.870,1.870
101113,0.807,-0.262,1.779,1.779
101133,0.603,-0.522,1.643,1.643
101153,0.535,-0.847,1.448,1.448
101173,0.538,-1.144,1.199,1.199
101194,0.338,-1.218,0.929,0.929
101214,0.287,-1.214,0.677,0.677
101234,0.303,-1.219,0.429,0.429
101254,0.209,-1.161,0.197,0.197
101275,0.462,-1.043,-0.015,0.000
101295,0.425,-0.792,-0.145,0.000
101315,0.483,-0.525,-0.210,0.000
101335,0.858,-0.366,-0.240,0.000
101356,0.735,-0.376,-0.270,0.000
101376,1.168,-0.228,-0.267,0.000
101396,1.643,0.143,-0.203,0.000
101416,1.313,0.206,-0.138,0.000
101437,1.095,0.100,-0.100,0.000
101458,1.084,0.074,-0.072,0.000
101478,1.226,0.217,-0.025,0.000
101498,1.347,0.234,0.020,0.020
101519,1.114,-0.067,0.006,0.006
101539,0.820,-0.383,-0.059,0.000
101559,0.719,-0.457,-0.126,0.000
101579,0.698,-0.365,-0.168,0.000
101600,0.726,-0.267,-0.190,0.000
101620,0.714,-0.272,-0.206,0.000
101640,0.721,-0.274,-0.221,0.000
101660,0.763,-0.240,-0.228,0.000
101681,0.773,-0.295,-0.245,0.000
101706,0.638,-0.498,-0.312,0.000
101726,0.700,-0.428,-0.337,0.000
101746,0.898,-0.166,-0.314,0.000
101767,1.046,0.035,-0.267,0.000
101787,1.030,0.030,-0.227,0.000
101808,1.028,0.026,-0.193,0.000
101828,1.081,0.068,-0.153,0.000
101849,1.130,0.093,-0.113,0.000
101869,1.037,0.008,-0.096,0.000
101889,0.891,-0.154,-0.108,0.000
101909,1.030,-0.061,-0.102,0.000
101930,1.278,0.165,-0.057,0.000
101950,1.352,0.294,0.000,0.000
101970,1.173,0.157,0.030,0.030
101990,0.990,-0.044,0.021,0.021
102011,0.886,-0.167,-0.011,0.000
102031,0.942,-0.124,-0.030,0.000
102051,1.029,-0.055,-0.035,0.000
102071,1.059,0.028,-0.030,0.000
102092,1.018,0.029,-0.025,0.000
102112,1.013,-0.004,-0.021,0.000
102132,1.079,0.043,-0.011,0.000
102152,1.149,0.128,0.014,0.014
102173,1.123,0.099,0.034,0.034
102193,1.100,0.084,0.049,0.049
102213,1.189,0.147,0.076,0.076
102233,1.314,0.246,0.122,0.122
102254,1.276,0.236,0.167,0.167
102274,1.270,0.227,0.208,0.208
102294,1.403,0.342,0.269,0.269
102314,1.547,0.515,0.363,0.363
102335,1.624,0.628,0.482,0.482
102355,1.693,0.676,0.602,0.602
102375,1.821,0.715,0.728,0.728
102395,1.805,0.694,0.847,0.847
102416,1.641,0.536,0.938,0.938
102436,1.396,0.251,0.968,0.968
