BLE connected -> ACTIVE MODE
28657,1.022,-0.018,0.000,0.000
28677,1.021,-0.022,0.000,0.000
28698,1.002,-0.040,-0.008,0.000
28718,0.993,-0.049,-0.017,0.000
28738,1.003,-0.041,-0.025,0.000
28758,0.998,-0.045,-0.033,0.000
28778,0.990,-0.050,-0.042,0.000
28798,1.006,-0.033,-0.041,0.000
28818,1.020,-0.018,-0.040,0.000
28838,1.010,-0.026,-0.039,0.000
28858,0.991,-0.049,0.000,0.000
28878,0.986,-0.045,0.000,0.000
28898,0.997,-0.023,0.000,0.000
28918,1.002,-0.011,0.000,0.000
28938,1.000,-0.010,0.000,0.000
28958,0.996,-0.011,0.000,0.000
28978,1.013,0.010,0.000,0.000
28998,1.034,0.033,0.000,0.000
29018,1.024,0.019,0.000,0.000
29038,0.996,-0.009,0.000,0.000
29058,1.002,-0.000,0.000,0.000
29078,1.007,0.005,0.000,0.000
29098,1.001,-0.001,0.000,0.000
29118,1.013,0.011,0.000,0.000
29138,1.017,0.014,0.000,0.000
29158,1.010,0.007,0.000,0.000
29178,0.997,-0.006,0.000,0.000
29198,0.992,-0.010,0.000,0.000
29218,1.001,-0.000,0.000,0.000
29238,1.017,0.016,0.000,0.000
29258,1.016,0.013,0.000,0.000
29278,1.014,0.010,0.000,0.000
29299,1.042,0.038,0.000,0.000
29320,1.062,0.054,0.011,0.011
29341,1.032,0.024,0.011,0.011
29362,1.027,0.019,0.010,0.010
29382,1.018,0.010,0.010,0.010
29404,0.998,-0.011,0.010,0.010
29424,0.991,-0.018,0.010,0.010
29445,0.991,-0.017,0.010,0.010
29465,1.000,-0.008,0.009,0.009
29487,1.009,0.001,0.009,0.009
29507,1.018,0.009,0.009,0.009
29527,1.030,0.022,0.009,0.009
29547,1.033,0.025,0.000,0.000
29567,1.028,0.016,0.000,0.000
29587,1.024,0.010,0.000,0.000
29607,1.029,0.014,0.000,0.000
29627,1.026,0.011,0.000,0.000
29647,1.014,-0.002,0.000,0.000
29667,1.017,0.001,0.000,0.000
29687,1.032,0.016,0.000,0.000
29707,1.035,0.017,0.000,0.000
29727,1.022,0.002,0.000,0.000
29747,1.013,-0.006,0.000,0.000
29767,1.009,-0.010,0.000,0.000
29787,1.003,-0.014,0.000,0.000
29807,1.025,0.009,0.000,0.000
29827,1.046,0.029,0.000,0.000
29847,1.027,0.007,0.000,0.000
29867,0.998,-0.024,0.000,0.000
29887,0.981,-0.038,0.000,0.000
29907,0.980,-0.035,0.000,0.000
29927,1.004,-0.007,0.000,0.000
29948,1.026,0.016,0.000,0.000
29969,1.019,0.007,0.000,0.000
29989,0.999,-0.014,0.000,0.000
30009,0.979,-0.032,0.000,0.000
30029,0.971,-0.037,0.000,0.000
30050,1.029,0.024,0.000,0.000
30070,1.047,0.040,0.000,0.000
30090,1.025,0.015,0.000,0.000
30110,1.002,-0.011,0.000,0.000
30131,0.985,-0.026,0.000,0.000
30151,0.993,-0.017,0.000,0.000
30171,1.008,0.000,0.000,0.000
30193,1.022,0.014,0.000,0.000
30214,1.042,0.034,0.000,0.000
30243,1.067,0.055,0.015,0.015
30263,1.048,0.036,0.015,0.015
30284,1.024,0.013,0.015,0.015
30304,1.004,-0.008,0.014,0.014
30324,0.991,-0.020,0.014,0.014
30344,0.989,-0.024,0.014,0.014
30365,0.997,-0.017,0.014,0.014
30385,1.007,-0.006,0.013,0.013
30405,1.002,-0.011,0.013,0.013
30425,0.994,-0.018,0.013,0.013
30446,0.994,-0.019,0.012,0.012
30466,1.000,-0.011,0.000,0.000
30486,1.015,0.004,0.000,0.000
30506,1.034,0.023,0.000,0.000
30527,1.041,0.027,0.000,0.000
30547,1.023,0.006,0.000,0.000
30567,1.020,0.003,0.000,0.000
30587,1.032,0.015,0.000,0.000
30608,1.027,0.008,0.000,0.000
30628,1.009,-0.011,0.000,0.000
30648,0.997,-0.022,0.000,0.000
30668,0.990,-0.027,0.000,0.000
30689,1.000,-0.013,0.000,0.000
30709,1.011,-0.001,0.000,0.000
30729,1.002,-0.010,0.000,0.000
30749,0.983,-0.028,0.000,0.000
30770,0.980,-0.029,0.000,0.000
30790,1.000,-0.006,0.000,0.000
30810,1.008,0.003,0.000,0.000
30830,0.999,-0.006,0.000,0.000
30851,0.997,-0.008,0.000,0.000
30871,1.000,-0.004,0.000,0.000
30891,1.014,0.011,0.000,0.000
30911,1.035,0.031,0.000,0.000
30932,1.040,0.033,0.000,0.000
30952,1.037,0.026,0.000,0.000
30972,1.017,0.003,0.000,0.000
30992,1.006,-0.007,0.000,0.000
31013,1.015,0.002,0.000,0.000
